t+AF8-degree+AF8-celsius,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct
27.9,27.9,41.3,203.2,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.3,203.7,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.4,203.3,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,41.3,203.7,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.3,203.2,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.3,203.7,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,41.3,203.7,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.3,203.7,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.3,205.6,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,41.3,205.6,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.3,203.7,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.3,206.3,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,41.3,206.3,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.3,206.9,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.3,205.6,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,41.3,206.9,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.3,206.3,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.3,205.6,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,40.9,205,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,40.9,205,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,40.9,203.8,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,40.9,205,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,40.9,205,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,40.9,203.8,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,40.9,203.8,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.6,203.1,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,40.9,205,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,41.6,203.1,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,40.9,203.8,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.6,202.8,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,41.6,202.8,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.6,202.8,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.6,203.1,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,41.6,202.8,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.6,202.8,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.6,202.5,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,41.6,202.5,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.6,202.2,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.6,202.8,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,41.6,202.2,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634,27.9,41.6,201.5,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,202.5,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,41.6,201.5,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,200.8,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,202.2,11.577416128738976,5.298663514864987,0.7211564687698881,48.45858714428584,33.771797436130555,0.17237930720974634
27.9,27.9,41.6,200.8,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,200.8,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,201.5,13.96,7.88,9.63,43.4,24.55,0.58
27.9,27.9,41.6,200.8,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,199.9,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,200.5,13.96,7.88,9.63,43.4,24.55,0.58
27.9,27.9,41.6,199.9,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,200.5,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,200.8,13.96,7.88,9.63,43.4,24.55,0.58
27.9,27.9,41.6,200.5,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,201.1,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,199.9,13.96,7.88,9.63,43.4,24.55,0.58
27.9,27.9,41.6,201.1,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,200.5,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,201.5,13.96,7.88,9.63,43.4,24.55,0.58
27.9,27.9,41.6,201.5,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,201.1,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,200.5,13.96,7.88,9.63,43.4,24.55,0.58
27.9,27.9,41.4,201.5,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.4,201.6,13.96,7.88,9.63,43.4,24.55,0.58,27.9,41.6,201.5,13.96,7.88,9.63,43.4,24.55,0.58
