t2016,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct
27.9,33.10614806,40.04968833,215,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,25.69358116,73.01929887,208,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,24.67816104,65.99618656,206,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.10614806,40.04968833,215,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,25.69358116,73.01929887,208,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,24.67816104,65.99618656,206,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.10614806,40.04968833,215,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,25.69358116,73.01929887,208,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,24.67816104,65.99618656,206,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.10614806,40.04968833,215,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,25.69358116,73.01929887,208,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,25.69358116,73.01929887,208,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.10614806,40.04968833,215,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,25.69358116,73.01929887,208,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,33.00460605,39.75705866,210,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.10614806,40.04968833,215,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,25.69358116,73.01929887,208,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,33.00460605,39.75705866,210,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.75705866,210,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,25.69358116,73.01929887,208,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08
27.9,33.00460605,39.75705866,210,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.75705866,210,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.75705866,210,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,39.75705866,210,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,33.00460605,39.75705866,210,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.69358116,73.11684209,202,7.422815852857456,19.07949760756963,0.0760983104021365,33.184965558335456,39.32057131165489,0.9160513591804356
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,25.59203915,73.21438532,199,17.45,16.85,5.13,33.5,25.99,1.08
27.9,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08,25.59203915,73.21438532,199,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.21438532,199,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.21438532,199,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.21438532,199,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.21438532,199,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.21438532,199,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,39.85460188,204,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.21438532,199,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,32.90306404,43.85387417,203,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.21438532,199,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,32.90306404,43.85387417,203,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.21438532,199,17.45,16.85,5.13,33.5,25.99,1.08,33.00460605,38.87916962,203,17.45,16.85,5.13,33.5,25.99,1.08,32.598438,47.07280064,202,17.45,16.85,5.13,33.5,25.99,1.08
27.9,32.598438,47.07280064,202,17.45,16.85,5.13,33.5,25.99,1.08,32.90306404,43.85387417,203,17.45,16.85,5.13,33.5,25.99,1.08,25.59203915,73.21438532,199,17.45,16.85,5.13,33.5,25.99,1.08
27.9,32.598438,47.07280064,202,17.45,16.85,5.13,33.5,25.99,1.08,32.90306404,43.85387417,203,17.45,16.85,5.13,33.5,25.99,1.08,24.67816104,66.38635947,195,17.45,16.85,5.13,33.5,25.99,1.08
27.9,32.598438,47.07280064,202,17.45,16.85,5.13,33.5,25.99,1.08,32.90306404,43.85387417,203,17.45,16.85,5.13,33.5,25.99,1.08,24.67816104,66.38635947,195,17.45,16.85,5.13,33.5,25.99,1.08
27.9,32.29381196,48.24331935,202,17.45,16.85,5.13,33.5,25.99,1.08,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,32.598438,47.07280064,202,17.45,16.85,5.13,33.5,25.99,1.08
27.9,32.29381196,48.24331935,202,17.45,16.85,5.13,33.5,25.99,1.08,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,32.598438,47.07280064,202,17.45,16.85,5.13,33.5,25.99,1.08
27.9,32.29381196,48.24331935,202,17.45,16.85,5.13,33.5,25.99,1.08,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,32.598438,47.07280064,202,17.45,16.85,5.13,33.5,25.99,1.08
27.9,32.29381196,48.24331935,202,17.45,16.85,5.13,33.5,25.99,1.08,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,32.09072794,48.73103549,202,17.45,16.85,5.13,33.5,25.99,1.08
27.9,32.29381196,48.24331935,202,17.45,16.85,5.13,33.5,25.99,1.08,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,32.09072794,48.73103549,202,17.45,16.85,5.13,33.5,25.99,1.08
27.9,32.29381196,48.24331935,202,17.45,16.85,5.13,33.5,25.99,1.08,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,32.09072794,48.73103549,202,17.45,16.85,5.13,33.5,25.99,1.08
27.8,32.29381196,48.24331935,202,17.45,16.85,5.13,33.5,25.99,1.08,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,32.09072794,48.73103549,202,17.45,16.85,5.13,33.5,25.99,1.08
27.8,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,32.29381196,48.24331935,202,17.45,16.85,5.13,33.5,25.99,1.08,32.09072794,48.73103549,202,17.45,16.85,5.13,33.5,25.99,1.08
27.8,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,32.09072794,48.73103549,202,17.45,16.85,5.13,33.5,25.99,1.08,32.29381196,48.24331935,202,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,32.09072794,48.73103549,202,17.45,16.85,5.13,33.5,25.99,1.08,31.7861019,49.12120839,202,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,32.09072794,48.73103549,202,17.45,16.85,5.13,33.5,25.99,1.08,31.7861019,49.12120839,202,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,32.09072794,48.73103549,202,17.45,16.85,5.13,33.5,25.99,1.08,31.7861019,49.12120839,202,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,31.7861019,49.12120839,202,17.45,16.85,5.13,33.5,25.99,1.08,32.09072794,48.73103549,202,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,31.7861019,49.12120839,202,17.45,16.85,5.13,33.5,25.99,1.08,32.09072794,48.73103549,202,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,31.7861019,49.12120839,202,17.45,16.85,5.13,33.5,25.99,1.08,32.09072794,48.73103549,202,17.45,16.85,5.13,33.5,25.99,1.08
27.9,25.59203915,73.31192855,199,17.45,16.85,5.13,33.5,25.99,1.08,31.7861019,49.12120839,202,17.45,16.85,5.13,33.5,25.99,1.08,32.09072794,48.73103549,202,17.45,16.85,5.13,33.5,25.99,1.08
